case_id,year,month,day,country_id,iso3,country_name,region,city,location,location_latitude,location_longitude,location_accuracy,incident_type,perpetrator_type,organizational_affiliation,organizational_affiliation_2,loneactor_id,target_group,grouped_target_group,target_group_2,grouped_target_group_2,weapon_type,grouped_weapon_type,weapon_type_2,grouped_weapon_type_2,weapon_description,fatal,n_killed,n_wounded,description,plot_type,plot_targeting,plot_operational_planning,version
2010-6-28,2010,6,28,10,ITA,Italy,Veneto,Verona,Veronetta,45.4418610036355,11.00777972743337,1,2,6,,,613,102,Ethnic/religious minorities,,,504,Blunt instruments,600,Beating/kicking,"Glass ashtray, beating/kicking",0,0,2,"Two 43-year-old and 36-year-old Moroccan men were attacked by an Italian man after the perpetrator's girlfriend, who works at a bar, was the target of inappropriate comments from two Moroccan men. Upon learning of the incident, the perpetrator set out to find the culprits but instead encountered two random Moroccan men who had no involvement. At a bar, the victims were threatened and insulted, and one was struck on the head with a glass ashtray, knocking him unconscious. The other was slapped, punched, and dragged for one kilometer to the bar where the girlfriend worked. She did not recognize him as one of the offenders, so the perpetrator left him there. Throughout the attack, the perpetrator made racist remarks, including, ""Dirty Moroccans, I am going to make you pay for it,"" and ""If my girlfriend recognizes you, I'll kill you."" One of the victims was hospitalized for head injuries.",,,,2023
2010-7-0,2010,7,0,19,GBR,United Kingdom,England,Ashford,Brookfield Road,51.1425411705735,0.8518391532511211,1,2,5,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,2,"A Polish couple was attacked by two men in an unprovoked street attack. The attack happened as the victims made their way home from a barbecue. One perpetrator had ""roared like a wild animal"" before punching the male victim to the back of his head shouting ""******* foreigners... don't mess with the English"". The male victim passed out twice during the attack and woke to see two people kicking him. He was also punched more than 10 times during the attack. The female victim tried to stop the attack by getting in between the attacker and her partner., but she was punched and thrown to the ground. Both victims required hospital treatment for their injuries. One perpetrator was sentenced to 27 months in prison. The attack was described as a hate crime.",,,,2023
2010-7-0-1,2010,7,0,19,GBR,United Kingdom,England,Sittingbourne,Dover Street,51.341800917564285,0.7328221799747532,1,2,5,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,2,"Two Polish people were attacked by a drunk group ""because of their Polish nationality"". The victims were walking home in the early hours when they were confronted by the perpetrators. The female victim was punched, stamped on and kicked in the head. One of the men present told them to ""leave it because you could kill her"". The perpetrator then replied: ""I want to see how this Polish b**** dies."" In court it was heard that it was a ""very one-sided fight,"" and that the attack was unprovoked.",,,,2023
2010-7-7,2010,7,7,1,AUT,Austria,Wien,Vienna,Linke Nordbahngasse,48.25531651391431,16.398993110183586,1,1,8,,,,102,Ethnic/religious minorities,,,200,Arson/firebomb,,,Arson,0,0,0,"A building that was the home for 293 immigrants was subjected to an arson attack. During the night, waste paper containers in the hallway of the building were set on fire. Residents of the house told that they had seen skinheads smearing the walls, and a swastika and anti-immigration graffiti were found in the stairwell. There were no reports of any injuries, but the fire department said that there was a risk to life. The leader of the State Office for the Protection of the Constitution and Counterterrorism said he assumed that the perpetrators were right-wing extremists. The same building was attacked again a few days later, see CaseID 2010-7-12. ",,,,2023
2010-7-8,2010,7,8,6,DEU,Germany,Brandenburg,Bad Freienwalde,m,52.78243219500622,14.035186872671252,2,2,6,,,634,400,Marginalized groups,200,Political opponents,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 31-year-old well-known leftist was insulted as a ""gay pig"" by a man described as a right-wing attacker. Before he could escape, the victim was brought down by the perpetrator and attacked while lying on the ground. He was so badly injured that he had to undergo surgery on his elbow.",,,,2023
2010-7-14-1,2010,7,14,5,FRA,France,Bourgogne-Franche-Comté,Poligny,Place des Déportés,46.8343034957593,5.708843940498384,1,2,5,,,,102,Ethnic/religious minorities,,,501,Blunt instruments,503,Blunt instruments,"Brass knuckle, baton",0,0,1,"A 36-year-old man, originally from Maghreb, was attacked by two 20-year-old skinheads. The victim was hit suddenly with a brass knuckle and a baton on the face. He was hospitalized with a broken jaw, he passed out after being hit.",,,,2023
2010-7-14,2010,7,14,16,ESP,Spain,País Vasco,Álava,Lantarón,42.72807696343053,-3.0033349026617793,1,1,4,,,,103,Ethnic/religious minorities,,,500,Blunt instruments,600,Beating/kicking,Iron bar and beating/kicking,0,0,4,"Four Senegalese persons were assaulted by a group of five people, aged between 17-21, as they were leaving work. The perpetrators were waiting for the victims outside the factory where the victims were employed. Two of the perpetrators had been fired from their jobs earlier that same morning by the company's management due to their alleged xenophobic behavior towards their Senegalese colleagues. Company sources revealed that these two individuals had been involved in several incidents characterized by racist behavior towards African workers ""due to the color of their skin"". The attack began with the perpetrators slashed the car with an iron bar belonging to one of the victims, after which they proceeded to physically assault them. One victim sustained severe head injuries, believed to be caused by an iron bar. All four victims were transported to the hospital, with the seriously injured victim requiring a three-day hospital stay.",,,,2023
2010-7-15,2010,7,15,1,AUT,Austria,Wien,Vienna,Linke Nordbahngasse,48.25531651391431,16.398993110183586,1,1,8,,,,102,Ethnic/religious minorities,,,200,Arson/firebomb,,,Arson,0,0,0,"A building that was the home for 293 immigrants was subjected to an arson attack, after being subjected to a similar attack days before (see CaseID 2010-7-7). During the night, waste paper containers in the hallway of the building were set on fire. Residents of the house told that they had seen skinheads smearing the walls, and a swastika and anti-immigration graffiti were found in the stairwell. There were no reports of any injuries, but the fire department said that there was a risk to life. The leader of the State Office for the Protection of the Constitution and Counterterrorism said he assumed that the perpetrators were right-wing extremists.",,,,2023
2010-7-22,2010,7,22,6,DEU,Germany,Mecklenburg-Vorpommern,Schwerin,m,53.629240078371616,11.40425896554536,2,2,6,,,635,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A neighbor attacked the seven-year-old son of a single mother and his friend of the same age, brutally hitting and kicking the two children. The perpetrator had previously repeatedly racially abused and bullied the mother and her children over a long period of time because of their migrant background.",,,,2023
2010-8-1,2010,8,1,6,DEU,Germany,Berlin,Berlin,U-Bahnhof Hermannplatz,52.486651404949754,13.42447599819644,1,2,6,,,636,102,Ethnic/religious minorities,,,503,Blunt instruments,,,Baton,0,0,1,A 41-year-old man from Egypt was suddenly attacked with a baton by an unknown person in the train station around 5 PM. The victim was racially insulted and threatened with a knife. The victim was injured in the arm when protecting himself from the blows.,,,,2023
2010-8-7-2,2010,8,7,6,DEU,Germany,Sachsen-Anhalt,Weißenfels,Merseburger Straße,51.21361676211547,11.968229053967123,1,2,4,,,,103,Ethnic/religious minorities,205,Political opponents,500,Blunt instruments,600,Beating/kicking,Wooden stick and beating/kicking,0,0,3,"A 29-year-old man from Niger was attacked while sitting in a bar with his 30-year-old friend. A right-wing extremist suddenly started to harass the 29-year-old. When about a dozen other perpetrators arrived, they beat the 29-year-old severely, shouting insults such as ""fucking n****r"". The victim was repeatedly kicked while lying on the ground. The 30-year-old tried to help but was pushed out of the bar by the security staff among others. A young woman who tried to intervene was spat on and kicked. Outside, several of the perpetrators surround the 30-year-old and hit him with a wooden stick, injuring his arm. Eventually the perpetrators fled. The 29-year-old was treated as an outpatient in the hospital for a head wound, among other things. The police investigated for incitement and dangerous bodily harm.",,,,2023
2010-8-7-1,2010,8,7,6,DEU,Germany,Mecklenburg-Vorpommern,m,m,53.80979619352876,11.259771442015671,3,2,5,,,,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"During a town festival that took a stand against right-wing tendencies in the region, a visitor was attacked by two drunken right-wing extremists. He received several blows to the face, resulting in a broken nose, among other injuries. Motive not explicitly stated, but sufficiently evident to be included.",,,,2023
2010-8-7,2010,8,7,6,DEU,Germany,Sachsen-Anhalt,Diesdorf,m,52.75283892824768,10.875219474318495,2,2,6,,,637,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"During a fire brigade camp, a 29-year-old youth supervisor attracted attention by making right-wing remarks to the young people present. When a 20-year-old supervisor from another youth fire brigade confronted him about this, the 29-year-old punched him in the face several times, even after he lost consciousness. The victim suffered a broken nasal septum and hematomas on his head and had to spend several days in the hospital for treatment.",,,,2023
2010-8-8,2010,8,8,6,DEU,Germany,Brandenburg,Spremberg,m,51.56745186063593,14.375577458850648,2,2,8,,,,200,Political opponents,,,500,Blunt instruments,,,Baseball bat,0,0,1,"On the sidelines of the local town festival, a group of right-wingers beat a punk with a baseball bat. The victim had to be treated in hospital. There were multiple right-wing extremist attacks on leftist youths during the festival (CaseID 2010-8-8-1, other cases do not meet the inclusion criteria). The night before, several right-wing extremists attacked the local alternative youth club.",,,,2023
2010-8-8-1,2010,8,8,6,DEU,Germany,Brandenburg,Spremberg,m,51.56745186063593,14.375577458850648,2,2,8,,,,200,Political opponents,,,500,Blunt instruments,580,Blunt instruments,"Club, quartz sand gloves and beating/kicking",0,0,2,"At the local town festival, a group of right-wing youths threatened left-wing alternative visitors. The perpetrators chased the victims and beat two of them. One of the victims was slightly injured by blows with quartz sand gloves, another suffered a traumatic brain injury from a blow with a club. There were multiple right-wing extremist attacks on leftist youths during the festival (CaseID 2010-8-8, other cases do not meet the inclusion criteria). The night before, several right-wing extremists attacked the local alternative youth club.",,,,2023
2010-8-11,2010,8,11,19,GBR,United Kingdom,Scotland,Edinburgh,"Yong Hua Garden takeaway, Lochend Road",55.96276981258179,-3.159208930584027,1,2,4,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,1,1,0,"A group of three youths ambushed a Chinese delivery driver outside his family's takeaway. The perpetrators surrounded his car and began rocking it back and forth. The victim phoned police and got out of the car. The group then forced the victim towards a wall and a 16-year-old punched him in the face. The victim hit his head on the pavement and suffered fatal brain injuries. Despite evidence, including witnesses who said the gang called the victim a ""Chinky"" after the attack, the police did not treat it as racially motivated. The family had previously been racially harassed prior to the incident. The police later issued an apology for their handling of the case. The 16-year-old was imprisoned for five years.",,,,2016
